11	101 101 101 1 101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 3 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 101 1 
12	101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 1 101 101 101 101 101 101 
13	101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 1 3 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 101 3 101 101 101 101 3 101 101 101 101 101 101 4 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 
14	101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 3 101 101 101 101 101 101 101 4 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 101 101 4 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 1 101 3 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 
15	101 101 101 101 101 1 101 101 0 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 0 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 
16	101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 101 101 4 101 2 2 0 101 101 101 101 101 101 101 101 101 101 101 101 101 4 0 101 101 101 101 101 101 101 101 101 101 101 
17	101 101 101 101 101 2 2 101 101 101 0 101 101 101 101 101 101 101 101 101 2 101 101 3 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 0 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 3 0 101 101 4 101 101 101 101 101 101 101 101 101 1 101 101 101 
18	101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 0 101 101 101 
19	101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 0 101 101 101 101 101 101 101 101 101 0 101 2 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 101 101 3 101 101 101 101 1 101 101 2 
20	101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 0 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 
21	101 101 101 4 101 101 101 101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 3 101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 
22	101 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 3 101 2 101 101 101 101 101 101 3 101 4 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 0 101 101 
23	101 101 101 101 3 101 101 101 101 101 101 101 4 101 4 101 101 101 4 2 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 
24	101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 101 1 101 101 101 101 0 101 101 101 101 101 101 101 0 101 101 101 101 101 0 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 
25	101 101 101 101 101 0 101 101 101 101 101 101 101 0 101 101 101 101 101 2 101 101 101 101 101 3 101 4 101 101 101 101 101 2 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 
26	101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 1 101 101 101 101 101 0 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 101 101 101 101 
27	101 101 101 101 101 101 101 101 2 101 101 101 101 101 4 101 101 101 4 101 101 101 101 101 101 4 101 101 101 101 101 4 101 4 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 2 2 101 101 101 101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 1 101 101 2 101 101 101 101 101 2 101 101 101 101 101 
28	101 101 101 3 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 4 101 101 101 101 101 101 101 3 101 101 101 4 101 101 101 101 2 101 101 101 101 101 2 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 
29	101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 3 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 
30	101 101 101 101 101 4 101 101 101 101 3 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 3 101 101 101 101 101 101 101 
31	101 101 4 101 101 101 101 101 0 101 101 101 1 101 101 0 101 2 101 4 101 101 101 101 101 101 101 101 101 101 4 101 101 101 1 101 101 101 101 4 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 1 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 2 101 
32	101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 0 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 1 2 101 101 101 101 101 101 101 101 0 101 
33	101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 0 3 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 3 101 101 101 101 101 0 101 101 2 101 101 101 2 101 101 101 101 101 101 101 101 101 3 101 101 101 101 3 101 101 101 101 101 101 101 101 101 0 101 101 101 
34	101 101 101 101 101 101 101 101 0 0 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 4 101 101 1 101 101 101 101 2 101 101 4 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 0 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 4 101 101 1 101 
35	101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 2 101 101 2 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 
36	3 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 3 101 101 0 101 0 101 101 101 101 2 101 1 4 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 0 101 101 101 101 101 
37	101 101 101 2 101 101 101 101 3 101 101 101 101 101 101 101 101 4 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 1 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 1 101 101 1 101 101 101 101 101 101 101 101 
38	101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 3 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 101 101 101 1 101 4 101 101 3 101 2 101 101 101 2 101 101 101 101 101 3 101 101 101 2 101 2 101 101 101 101 101 101 101 101 101 
39	101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 1 101 101 101 2 101 101 101 101 101 4 101 101 101 0 1 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 0 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 2 
40	101 0 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 4 101 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 3 2 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 4 101 101 101 101 101 4 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 
41	101 101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 3 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 4 101 101 101 101 3 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 2 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 
42	101 3 4 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 1 2 2 101 101 101 1 101 101 2 3 101 101 101 101 101 101 101 101 3 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 
43	1 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 
44	101 101 101 101 101 1 1 101 101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 2 101 101 101 101 0 1 101 101 101 101 0 4 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 2 
45	1 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 
46	101 101 101 101 101 101 101 101 101 101 1 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 2 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 0 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 1 101 101 
47	101 101 101 101 101 101 101 101 101 101 101 0 101 2 3 101 101 101 101 4 101 101 101 101 101 101 101 101 4 2 101 101 101 101 101 101 4 101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 3 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 
48	101 101 101 101 101 101 0 2 101 101 101 101 101 101 101 101 101 101 101 101 2 3 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 2 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 
49	101 101 4 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 3 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 
50	101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 2 101 2 4 0 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 1 101 1 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 1 101 101 101 101 101 3 101 101 101 101 3 101 101 101 101 101 2 101 101 101 101 
51	1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 1 101 101 101 101 101 101 101 101 101 0 101 101 101 101 4 101 101 101 101 101 101 101 101 101 1 101 101 3 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 2 101 101 101 101 3 101 101 101 101 101 3 101 101 101 101 101 101 2 
52	101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 2 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 4 101 3 101 101 101 101 0 101 101 101 101 101 0 101 101 101 3 2 101 101 101 101 101 101 101 3 101 101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 
53	101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 2 101 101 101 2 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 2 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 
54	101 0 101 101 101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 4 2 101 101 101 101 101 101 101 101 
55	101 101 101 101 101 101 101 0 101 3 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 4 101 101 101 101 101 3 101 3 101 101 2 101 
56	101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 101 0 101 101 101 101 101 101 0 101 101 101 101 4 3 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 4 101 1 101 101 101 0 101 1 101 2 101 101 101 101 101 101 0 
57	101 101 101 101 3 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 3 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 3 101 101 101 101 101 101 101 
58	101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 0 1 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 
59	2 101 101 101 101 101 101 101 101 101 1 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 4 1 101 101 4 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 1 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 2 101 0 101 3 101 101 101 101 101 0 101 101 101 101 3 101 
60	101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 4 101 101 101 101 101 101 101 101 101 101 2 101 101 101 1 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 3 101 101 4 101 101 
61	101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 1 101 101 2 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 
62	3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 2 101 101 101 101 101 101 0 101 101 4 101 101 101 101 101 3 101 101 101 101 4 101 101 3 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 3 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 1 101 101 101 
63	101 101 101 101 101 101 101 101 101 1 101 101 101 2 101 101 101 101 101 101 101 4 101 101 0 101 101 101 101 4 101 2 101 101 101 2 101 101 101 101 101 101 101 101 101 101 1 101 3 0 101 4 101 101 101 101 101 101 101 3 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 
64	101 101 4 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 4 101 101 101 101 101 101 101 101 0 101 101 101 101 101 4 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 0 101 2 4 101 0 101 3 101 101 101 101 101 101 101 101 0 101 101 
65	101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 3 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 1 101 101 101 
66	101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 4 101 101 101 101 0 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 101 2 3 101 101 101 101 101 101 
